model,config,mean_acc,std_acc,mean_f1,std_f1,mean_recall,std_recall,mean_precision,std_precision,loss,accuracy,precision,recall,f1
ResNet,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'SGD', 'dropout': 0.5, 'weight_decay': 0.001}",0.6911777777777778,0.026153981093197238,0.6884781011176309,0.028905959942864722,0.6911777777777778,0.026153981093197283,0.6966378769512013,0.023802043762347,0.8483871286710103,0.7091111111111111,0.7137987318478471,0.7091111111111111,0.7081517083472916
ResNet,"{'batch_size': 8, 'learning_rate': 0.0001, 'optimizer': 'SGD', 'dropout': 0.5, 'weight_decay': 0.5}",0.6624444444444444,0.018940017947071522,0.6563353622256913,0.024225906723287935,0.6624444444444444,0.018940017947071505,0.678529287867342,0.016512216627900735,1.2858689742883047,0.6655555555555556,0.6819195356056916,0.6655555555555557,0.6637266847337261
ResNet,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0}",0.5399,0.11632536143049012,0.5334901245060817,0.11687266093341865,0.5399,0.1163253614304901,0.5435606925879912,0.11558006659482112,1.3569040945900812,0.6327777777777778,0.6332043029606063,0.6327777777777779,0.6269543304081058
ResNet,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0.001}",0.5555222222222223,0.09967249594139763,0.5462796072384147,0.10269711873534842,0.5555222222222223,0.09967249594139763,0.5523537113027605,0.10318036488680173,1.3716249816682604,0.6317777777777778,0.6298505004247417,0.6317777777777777,0.6267179966983508
ResNet,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0.5}",0.5635444444444444,0.1040359156354789,0.5528308386448894,0.1048210977963463,0.5635444444444444,0.10403591563547891,0.5645482364485369,0.10482317680488534,1.4841861974398296,0.6428888888888888,0.646942871438787,0.6428888888888888,0.6352988932789196
ResNet,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0}",0.5510444444444444,0.11897689370028074,0.5450093002213665,0.11713367407208783,0.5510444444444444,0.11897689370028071,0.5570479163218691,0.1120102794478291,1.3640598933431838,0.6457777777777778,0.6478651448216836,0.6457777777777778,0.642385944814652
ResNet,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0.001}",0.5617888888888889,0.11044278571424994,0.5533838678860421,0.11317161474364947,0.5617888888888889,0.11044278571424997,0.5694054194799065,0.10856524732620468,1.3628020423783196,0.647,0.6484119288133757,0.647,0.6425271648110085
ResNet,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0.5}",0.5561333333333334,0.11011761762739947,0.5456821755729203,0.11438319717250107,0.5561333333333334,0.11011761762739947,0.5582656953775855,0.11379068108552613,1.4905869086583456,0.6458888888888888,0.6475814061230319,0.6458888888888888,0.6416325901853752
ResNet,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'SGD', 'dropout': 0.2, 'weight_decay': 0}",0.5517666666666666,0.10710061484865631,0.5446920976481253,0.1060432235328968,0.5517666666666667,0.10710061484865631,0.5521798933210574,0.10573725090046236,1.3727500132984585,0.6402222222222222,0.640971044283317,0.6402222222222222,0.6361742419280214
ResNet,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'SGD', 'dropout': 0.2, 'weight_decay': 0.001}",0.5487444444444445,0.11117905391834529,0.5390432930081557,0.11398075958992925,0.5487444444444445,0.11117905391834529,0.5519547688286405,0.10901456912363561,1.3764318327373928,0.644,0.6424361535048015,0.6439999999999999,0.639844193997175
ResNet,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'SGD', 'dropout': 0.2, 'weight_decay': 0.5}",0.5686888888888889,0.0986920888169955,0.5602481349269852,0.09711810448409876,0.5686888888888889,0.0986920888169955,0.5742631323170605,0.09586789235133102,1.5051895555920072,0.6387777777777778,0.6418661495690202,0.6387777777777778,0.6319329226998861
ResNet,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'SGD', 'dropout': 0.5, 'weight_decay': 0}",0.5706222222222223,0.09586501998963526,0.5609162878204813,0.09861188181073705,0.5706222222222221,0.09586501998963523,0.5740751758322595,0.09754951429610315,1.358128879626592,0.642,0.6464198692580918,0.642,0.6367366556498439
ResNet,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'SGD', 'dropout': 0.5, 'weight_decay': 0.001}",0.5624555555555556,0.09949195292507326,0.5537270791152584,0.10178195756980224,0.5624555555555556,0.09949195292507326,0.5656055876149394,0.09733758412645531,1.3518791664706336,0.6488888888888888,0.6489393593112422,0.6488888888888888,0.645363125170804
ResNet,"{'batch_size': 8, 'learning_rate': 1e-05, 'optimizer': 'SGD', 'dropout': 0.5, 'weight_decay': 0.5}",0.5742555555555555,0.09909231469329859,0.566344884059023,0.09977897524661251,0.5742555555555555,0.09909231469329861,0.576356241443625,0.10116035155627026,1.4920985162523057,0.6401111111111111,0.6427820251006041,0.640111111111111,0.6343542313998982
ResNet,"{'batch_size': 32, 'learning_rate': 0.001, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0}",0.7164777777777778,0.02317145789339439,0.7159423153219422,0.022689777095081742,0.7164777777777778,0.02317145789339439,0.7285522809067203,0.012706797092906308,0.7772140674662928,0.7265555555555555,0.7301514114528577,0.7265555555555556,0.725429059298565
ResNet,"{'batch_size': 32, 'learning_rate': 0.001, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0.001}",0.7203777777777778,0.012680218005594804,0.718452297382613,0.013827463441293255,0.7203777777777778,0.012680218005594775,0.7242709859410478,0.011761021304620424,0.7719554747884155,0.728,0.7277155941627662,0.728,0.7269780470776095
ResNet,"{'batch_size': 32, 'learning_rate': 0.001, 'optimizer': 'Adam', 'dropout': 0.2, 'weight_decay': 0.5}",0.6598444444444445,0.02179214693504082,0.6544374561415616,0.02262675986108201,0.6598444444444445,0.021792146935040835,0.7001281618110234,0.008159250573546406,1.2445607982206006,0.6528888888888889,0.6918272613957394,0.6528888888888889,0.6485671652793441
ResNet,"{'batch_size': 32, 'learning_rate': 0.001, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0}",0.7189333333333333,0.016668658317213834,0.7175195549456258,0.017436743692662435,0.7189333333333333,0.01666865831721383,0.7245626285994975,0.013820329297890963,0.7781362813626621,0.7274444444444444,0.7352638558137521,0.7274444444444444,0.7276346344677975
ResNet,"{'batch_size': 32, 'learning_rate': 0.001, 'optimizer': 'Adam', 'dropout': 0.5, 'weight_decay': 0.001}",0.7181555555555555,0.018450185035558994,0.7171614439345994,0.01745868236992711,0.7181555555555555,0.018450185035559022,0.7250435282619235,0.013054570882037845,0.7863938810554802,0.7242222222222222,0.7315496177423269,0.7242222222222221,0.7239034030862261
